State,Owner,County,Parcel #,Acres,Section,Township,Range,Starting Bid
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,335-18702-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,335-18689-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,335-18685-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,335-18677-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,335-18663-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,335-18641-000,0,,,,100
Arkansas,HEPPE FAMILY  TRUST% STEPHEN GIRARD & BARBARA L HEPPE,FULTON,335-18627-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,335-18623-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,335-18597-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,335-18592-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18507-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18501-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18499-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18498-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18497-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18492-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18491-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18490-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18506-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18505-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18486-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18481-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18480-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18479-000,0,,,,100
Arkansas,DIANA L  GALLEGOS,FULTON,325-18426-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE ROAD& STREET& RECREATION% VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18484-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18482-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18383-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18379-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18369-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,325-18390-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,320-18302-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,320-18295-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,320-18292-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,320-18281-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,320-18280-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,320-18270-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,320-18240-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,320-18238-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,320-18225-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,320-18221-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,315-18179-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,315-18170-000,0,,,,100
Arkansas,ROBERT& CATHERINE  WHEELER% CATHERINE WHEELER,FULTON,315-18145-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,315-18070-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17976-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17975-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17970-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17966-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-18030-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,310-17933-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17927-000,0,,,,100
Arkansas,GRANTUI  ABADZHYAN,FULTON,310-17925-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17924-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17918-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17913-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17910-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17948-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17947-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,310-17884-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,310-17883-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,310-17882-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,310-17879-000,0,,,,100
Arkansas,MAXINE  ROBBINS,FULTON,310-17863-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17859-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17858-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17898-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17896-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,305-17836-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17832-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17828-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17827-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17820-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17811-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17801-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,310-17852-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17797-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17782-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17735-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,305-17679-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,305-17678-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17648-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17643-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17642-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17641-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17628-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17647-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,305-17644-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,295-17503-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,295-17304-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,295-17306-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,275-16554-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16498-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16491-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16489-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16487-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16483-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,270-16479-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16475-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16472-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16468-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16464-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16457-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16454-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16453-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16482-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16480-000,0,,,,100
Arkansas,LUIS & NANCY  SOTO,FULTON,270-16443-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16431-000,0,,,,100
Arkansas,YALAN  CHOU,FULTON,270-16424-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16423-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16420-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16418-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16417-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16416-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,270-16437-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16435-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16412-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16392-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16390-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16389-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16386-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16384-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16383-000,0,,,,100
Arkansas,JOHN J  SANDUSKI,FULTON,270-16380-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16379-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16406-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16394-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16377-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16372-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16370-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16376-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,270-16375-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,125-11104-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,125-11102-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,125-11099-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,125-11095-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,125-11093-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,125-11089-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,125-11110-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,125-11107-000,0,,,,100
Arkansas,CHEROKEE VILLAGE  SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,125-11081-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,260-16100-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,260-16099-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,260-16096-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,260-16088-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,260-16084-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,260-16078-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,260-16076-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,260-16066-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,260-16065-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,260-16064-000,0,,,,100
Arkansas,GAY M & JULIA A  OLIVER,FULTON,260-16056-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,260-16093-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,260-16090-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,260-16016-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,260-15997-000,0,,,,100
Arkansas,GARY M & TRACI B  DANOS,FULTON,260-15995-000,0,,,,100
Arkansas,FRED  SCHNEIDER,FULTON,260-15978-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,260-15977-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,260-15973-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,260-16027-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,255-15954-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,255-15953-000,0,,,,100
Arkansas,DAVID  STRIZU,FULTON,255-15951-000,0,,,,100
Arkansas,CHEROKEE   VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,255-15950-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,255-15890-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,240-15238-000,0,,,,100
Arkansas,"REBA D & JOHNNIE  WESLEY%LERETA, LLC",PHILLIPS,704-01128-000,0.01,23,2S,5E,100
Arkansas,THE  FAMILY CENTER INC,PHILLIPS,704-01404-000,0.05,22,2S,5E,100
Arkansas,"REBA D & JOHNNIE  WESLEY%LERETA, LLC",PHILLIPS,704-01126-000,0.02,23,2S,5E,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT % CVSID-FORECLOSURE,FULTON,390-20948-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT % CVSID-FORECLOSURE,FULTON,390-20945-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT % CVSID-FORECLOSURE,FULTON,380-20568-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT % CVSID-FORECLOSURE,FULTON,365-20144-000,0,,,,100
